state_name,fem_15_19_pregnant,fem_below24_married_before18,deaths_last_3years,pop_f_6_sch,oral_cancer,alcohol_men_15,men_bp_sev,tobaco_men_15,tobaco_women_15,alcohol_women_15,breast_cancer,cerv_cancer,men_bp_mild,men_bp_ele_med,sex_ratio_tot_pop,pop_below_15
Himachal Pradesh,1.3,4,0,86.1,0,0,0,0,0,0,0,0,0,0,1097,25.7
Jammu And Kashmir,0.7,2.5,86.8,65.5,0,0.1,3.7,47,2.9,0.2,0,0.2,11.5,19.4,974,22.4
Jammu And Kashmir,1.1,4.5,0,62.5,0,0,0,0,0,0,0,0,0,0,999,26.1
Jammu And Kashmir,1,1.5,76.4,62.5,0,0.2,3.7,42.9,5.4,0,0.2,0.2,11,18.6,937,22.3
Jammu And Kashmir,0.8,2.8,0,55,0,0,0,0,0,0,0,0,0,0,989,25.2
Jammu And Kashmir,0,1.8,75.3,62.4,0.2,0.4,3.3,40.1,9.1,0.1,0.4,1,8.7,17.4,970,25.5
Jammu And Kashmir,3.5,5.4,0,62.5,0,0,0,0,0,0,0,0,0,0,1050,29.2
Jammu And Kashmir,0,3.8,61.8,62.9,4,1.2,3.2,34.7,6.5,0.2,1.7,1.8,11.7,19,955,24.8
Jammu And Kashmir,1.4,3.6,0,64.2,0,0,0,0,0,0,0,0,0,0,925,26
Jammu And Kashmir,2.7,11,76.9,65.1,5.1,7.9,3.3,37.1,3.2,0.2,0.2,1.2,14.6,21.5,943,28.4
Jammu And Kashmir,7.3,20.2,0,56,0,0,0,0,0,0,0,0,0,0,1033,34.6
Jammu And Kashmir,0.4,5.3,67.1,60.2,0.1,0.1,3,36.3,6.3,0.2,0,0.4,10.9,19.1,931,25.1
Jammu And Kashmir,2.6,7.6,0,58.4,0,0,0,0,0,0,0,0,0,0,969,27.1
Jammu And Kashmir,0,5.3,80.8,84,0,25.5,3.9,25.7,0.8,0.3,0,0,13.3,22.6,939,22.2
Jammu And Kashmir,4.6,6.9,0,79.7,0,0,0,0,0,0,0,0,0,0,966,24.5
Jammu And Kashmir,0,1.4,68.7,77.4,0.8,21.1,2.2,33.3,2.1,0.5,0.4,0.8,19.4,23.6,894,19.8
Jammu And Kashmir,1.2,7,0,71.6,0,0,0,0,0,0,0,0,0,0,905,24.2
Jammu And Kashmir,1.8,7.2,62.4,68.9,0.3,9.4,1.7,41.3,3.5,0.1,0.3,0.2,5.3,13.3,978,24.8
Jammu And Kashmir,7.6,18.1,0,52.6,0,0,0,0,0,0,0,0,0,0,956,30.8
Jammu And Kashmir,1.1,3.7,69,64,0.4,0.3,2.2,37.7,3.3,0.1,0.3,0.5,15.9,19.9,962,25.4
Jammu And Kashmir,1.6,3.5,0,60.4,0,0,0,0,0,0,0,0,0,0,982,27.8
Jammu And Kashmir,0,3.1,74.2,68.7,0.4,0.2,2.7,49.8,6.8,0,0.4,0.8,11.5,18.9,987,26.7
Jammu And Kashmir,1.8,8.6,0,65.1,0,0,0,0,0,0,0,0,0,0,972,33.5
Jammu And Kashmir,0,0.5,81.4,67.2,0.2,0.6,2.3,41.2,3.3,0,0,0,14.1,19.1,953,22.1
Jammu And Kashmir,1.7,0.7,0,62.7,0,0,0,0,0,0,0,0,0,0,948,24
Jammu And Kashmir,0.5,5.4,82.1,72.1,0.6,2.4,1.6,38.8,2.3,0.3,0.4,0,11.7,16.3,946,27.2
Jammu And Kashmir,4.6,17.5,0,67.3,0,0,0,0,0,0,0,0,0,0,978,32.4
Jammu And Kashmir,4.1,12.2,74.2,72.6,0,8.2,2.4,44.8,3.2,0.1,0.2,0.2,9.6,13.8,901,26.4
Jammu And Kashmir,6.8,25.6,0,67.9,0,0,0,0,0,0,0,0,0,0,1000,32.3
Jammu And Kashmir,2,5.5,63.6,60.8,0.5,10,1.7,36.4,2.8,0.5,0.7,1.2,11.1,15.7,915,29.5
Jammu And Kashmir,3.9,11.1,0,51.3,0,0,0,0,0,0,0,0,0,0,978,38.2
Jammu And Kashmir,2.2,9.6,66.9,66.9,0,10.3,1.1,41.7,4,0.1,0,0,13.3,17.6,967,30.7
Jammu And Kashmir,3.6,16.9,0,65.9,0,0,0,0,0,0,0,0,0,0,952,31.4
Jammu And Kashmir,1.3,6.3,81.8,76.6,0.4,28.1,5.1,38.9,3,0.7,0.2,0.9,12.4,21.5,960,24.5
Jammu And Kashmir,5.8,7.9,0,74.8,0,0,0,0,0,0,0,0,0,0,1019,26.8
Jammu And Kashmir,0,2.1,85.6,71.4,0,0.4,1.1,47,5,0.4,0,0.4,11.5,14.2,958,23
Jammu And Kashmir,1,2.9,0,63.3,0,0,0,0,0,0,0,0,0,0,975,27.8
Jammu And Kashmir,1.6,1.7,91.7,68.2,0,0.4,1.6,36.5,1.9,0,0,0.2,10.4,18.1,972,20.2
Jammu And Kashmir,0,3.7,0,65.1,0,0,0,0,0,0,0,0,0,0,951,22.1
Jammu And Kashmir,1,6.1,76.1,73,0,27.1,2.7,45.2,4.7,0.6,0,0,13,18.3,946,26.1
Jammu And Kashmir,3.5,12.2,0,64.8,0,0,0,0,0,0,0,0,0,0,979,28.6
Jharkhand,5.9,26.3,35.2,71.5,0.4,27.9,8,45,9,2,0,0.6,17.9,27.5,1006,27.3
Jharkhand,6.3,30.6,0,63.8,0,0,0,0,0,0,0,0,0,0,975,29.4
Jharkhand,11.6,31.7,33.1,60.7,0.2,38.7,6.7,49.7,6.4,5.9,0,0,13.3,22.1,1136,36.8
Jharkhand,13.1,49,0,57.3,0,0,0,0,0,0,0,0,0,0,1046,39.4
Jharkhand,20.2,49.2,44.8,59.8,0.2,26.3,4.4,52,6.6,2,0.2,0.7,12.5,18.5,1068,36
Jharkhand,22.6,52.3,0,59.9,0,0,0,0,0,0,0,0,0,0,958,34.2
Jharkhand,10.9,28.3,45.2,68.7,0.1,25.8,6.7,45.7,9.6,1.1,0,0.3,16.2,24.9,986,27.8
Jharkhand,7,29.9,0,66.3,0,0,0,0,0,0,0,0,0,0,947,29.3
Jharkhand,14.9,43.1,44.5,59.7,0.2,44.5,5.4,56.6,9.6,8.8,0,0,13.5,20,1067,31.7
Jharkhand,14.8,47.4,0,58,0,0,0,0,0,0,0,0,0,0,1017,32.5
Jharkhand,8.7,31.3,35.8,60.5,0.2,29.2,7.9,46.7,4.8,3,0.2,0.9,13.5,23.4,1108,33.3
Jharkhand,18.9,58.8,0,55.6,0,0,0,0,0,0,0,0,0,0,1013,36.3
Jharkhand,12.3,45.6,30.8,61.6,0.4,29.8,6.2,44.8,4.4,1.4,0.4,1.9,16.2,23.9,1091,34.6
Jharkhand,16.2,52.6,0,57.6,0,0,0,0,0,0,0,0,0,0,1083,37.6
Jharkhand,16.1,48.5,30.1,52.7,0.5,34.2,4.9,45.1,2.7,3.3,0,0.5,14,20.2,1012,33.8
Jharkhand,21.7,63.5,0,51.6,0,0,0,0,0,0,0,0,0,0,1031,36.6
Jharkhand,7.2,20.9,34.7,65.1,0.2,53.1,4.6,55.5,14.8,16.1,0.2,0.4,14.8,19.9,1024,30.7
Jharkhand,10,24,0,65.9,0,0,0,0,0,0,0,0,0,0,1067,36
Jharkhand,10.9,38.6,31.8,66.1,0,35.1,9.9,42.5,4.8,3.4,0,1,19.4,30.8,1083,32.6
Jharkhand,9,40.8,0,63.8,0,0,0,0,0,0,0,0,0,0,1004,33.2
Jharkhand,14.9,50.5,36.9,63.7,0,29.9,5.3,49.7,13.6,5.3,0,0,14.2,21.9,996,29.5
Jharkhand,17.5,43.9,0,56.3,0,0,0,0,0,0,0,0,0,0,990,33.5
Jharkhand,4.3,21.7,35.1,63.1,0.2,57.5,4.5,57.2,16.2,19.8,0.3,0.5,9,14.2,992,29.8
Jharkhand,6.4,27.8,0,58.5,0,0,0,0,0,0,0,0,0,0,974,30.9
Jharkhand,10.6,42.5,46.8,64.4,0.2,29.2,5.5,37.3,1.4,0.5,0.2,0.3,13,20.6,1141,35.8
Jharkhand,14,50.4,0,61.8,0,0,0,0,0,0,0,0,0,0,1062,37
Jharkhand,8.8,32.2,36.8,60.5,0.2,47.3,6.4,51.6,11,12.7,0,0.5,14,22.2,1115,35.9
Jharkhand,8.5,37.1,0,57.2,0,0,0,0,0,0,0,0,0,0,1017,38.2
Jharkhand,5.5,21.9,42.3,65.6,0,37.6,5.1,51.7,12.8,7.9,0,0.4,14.4,20.2,1052,32.4
Jharkhand,9.6,28.5,0,60.2,0,0,0,0,0,0,0,0,0,0,1037,34.3
Jharkhand,14.4,43.4,39.1,53.1,0,34.5,5.4,50.8,5.8,5.1,0,0,13.8,20.2,1074,36.3
Jharkhand,17.2,41.1,0,51.3,0,0,0,0,0,0,0,0,0,0,1022,36.9
Jharkhand,6.1,35.4,40.2,63.5,0,34.9,7.4,48.9,6,3.1,0.2,0.2,16.1,24.3,1183,34.6
Jharkhand,11.5,39.9,0,57.6,0,0,0,0,0,0,0,0,0,0,998,35.7
Jharkhand,6.7,24.4,42,58.4,0.1,57.1,5.4,56.4,19.9,28.5,0.1,0.2,13.1,19.5,1049,35.8
Jharkhand,9.1,21.3,0,50.9,0,0,0,0,0,0,0,0,0,0,1048,33.8
Jharkhand,3.7,19.8,46.7,74.1,0,25.6,4.7,38.8,8.6,4.5,0,0,16.5,22.4,1016,23.4
Jharkhand,9,26.1,0,70.1,0,0,0,0,0,0,0,0,0,0,1001,25.8
Jharkhand,5.1,25.1,42.4,68.4,0.2,37,10.2,48.5,8.6,5.9,0.3,1.4,15.4,27.4,955,27.9
Jharkhand,10.1,27.7,0,67.5,0,0,0,0,0,0,0,0,0,0,1000,30.7
Jharkhand,5.5,20.9,55.2,73.3,0.4,36.4,5.7,45.8,8.3,5.7,0.2,0.3,16,23.1,1004,25.4
Jharkhand,8.9,27.8,0,70.5,0,0,0,0,0,0,0,0,0,0,960,27.6
Jharkhand,18.9,39.9,49.5,57.3,0.9,34.4,3.8,47.2,4.7,6.7,0.2,0.2,10.6,16.6,1092,39.4
Jharkhand,13.5,37.7,0,51.5,0,0,0,0,0,0,0,0,0,0,977,38.1
Jharkhand,10.3,19.2,40.1,64.4,0,37.3,4.2,42.6,11.2,11.3,0,0.2,12.4,17.2,996,26.2
Jharkhand,14.8,33.2,0,64.8,0,0,0,0,0,0,0,0,0,0,947,30.1
Jharkhand,5,15.9,35,68.2,0,54.1,7.9,56.5,17.6,15.7,0,0.2,18.4,26.7,1064,30
Jharkhand,5.3,14.7,0,59.9,0,0,0,0,0,0,0,0,0,0,1034,34
Karnataka,6.9,38.7,76.8,67.3,0.2,14.8,4.9,33.7,10.7,0.6,0.2,0.6,13.2,21,1007,26.5
Karnataka,12.3,32.2,0,62.1,0,0,0,0,0,0,0,0,0,0,963,28.2
Karnataka,2,14.5,91,85.7,0.6,17.3,7.5,20.9,2.9,1.1,0.4,0.2,21.8,33.5,1006,20.6
Karnataka,4.6,11.6,0,84.4,0,0,0,0,0,0,0,0,0,0,898,22.1
Karnataka,6.4,14.1,94.5,74.3,0.2,17.8,8,24.8,13.1,1.5,0.2,0.9,20.9,30.8,986,20.5
Karnataka,12,21,0,70.8,0,0,0,0,0,0,0,0,0,0,994,23
Karnataka,9.1,32.8,90.4,72.4,0.8,11.5,4.9,28.8,6.6,0.5,0.6,0.5,14.7,22.2,1032,25
Karnataka,9.5,35.7,0,69.8,0,0,0,0,0,0,0,0,0,0,960,26.5
Karnataka,3.2,22.2,89.2,64.2,1,14.3,4.4,26.2,8.2,1,0.2,0.5,14,20.9,1038,23.6
Karnataka,13.3,29.2,0,59.5,0,0,0,0,0,0,0,0,0,0,952,29.1
Karnataka,4,19.2,76.5,68.2,0.5,16.6,5.4,31.2,8.5,0.3,0.2,0.4,15.7,24.1,1034,27.3
Karnataka,7.6,22.3,0,66.2,0,0,0,0,0,0,0,0,0,0,1018,26.1
Karnataka,11.8,39.2,86.2,66.1,0.4,15.3,5.1,34.6,10.8,0.8,0.2,0.7,13.2,21,995,28
Karnataka,10.6,31.9,0,63,0,0,0,0,0,0,0,0,0,0,966,29.8
Karnataka,6.1,19.3,84,63.2,0.7,20,9.1,22.4,2.8,0.9,0.2,0.2,18.9,29.9,1037,19.4
Karnataka,8.5,29,0,56.4,0,0,0,0,0,0,0,0,0,0,1068,21.4
Karnataka,5.3,27.1,86.4,65.9,0.6,11.7,9.1,20.2,18.2,1.2,0.4,0.4,21.3,32.5,1067,21.7
Karnataka,7.2,20.1,0,63,0,0,0,0,0,0,0,0,0,0,1023,23.4
Karnataka,5.5,19.5,90.9,76.2,0,23.8,6,32.3,10.9,1.5,0,0.7,19,28.7,1041,19.4
Karnataka,7.4,19.3,0,71.9,0,0,0,0,0,0,0,0,0,0,1059,20.4
Karnataka,7.8,20.7,89.2,73,0.4,21.2,8.6,36.9,14.2,2,0.4,0.4,19.6,30.6,1023,22.5
Karnataka,8.3,20.2,0,69.3,0,0,0,0,0,0,0,0,0,0,946,20.5
Karnataka,1,4.9,93.8,83.9,0.4,11.6,8.1,15.1,4.4,0.6,0.4,0.4,18.5,29.9,1063,19.8
Karnataka,2.4,7.7,0,82.7,0,0,0,0,0,0,0,0,0,0,1032,20.4
Karnataka,4.9,19.1,82.4,74.9,0.6,14.1,7.4,30,8.9,1.7,0.9,0.9,17.6,29.5,967,21.9
Karnataka,8.7,23.6,0,69.1,0,0,0,0,0,0,0,0,0,0,951,23
Karnataka,3.3,17.8,96.2,78.2,0,15.8,6.1,36.8,6.8,0.5,0.1,0.3,15,23.7,1022,22.1
Karnataka,7.6,23.7,0,76.7,0,0,0,0,0,0,0,0,0,0,957,24.8
Karnataka,2,27.7,87.1,73.3,0.5,13.7,7.1,35.6,8.5,0.5,0,0.2,14.7,23.9,1060,24.1
Karnataka,4.6,25.1,0,65.7,0,0,0,0,0,0,0,0,0,0,964,24.9
Karnataka,4.9,29.8,76.3,65,1.8,17,5.5,33.5,11,0.8,0.8,1.4,16.1,24.8,1023,26.8
Karnataka,3.4,27,0,60.8,0,0,0,0,0,0,0,0,0,0,989,30.9
Karnataka,6.4,16.2,90,74.4,0,26.6,8,29,10.9,1,0,0,18,29.5,1102,20.2
Karnataka,6.6,13.2,0,69.4,0,0,0,0,0,0,0,0,0,0,1077,21.8
Karnataka,4.2,16.5,89.6,72.6,0.2,12.1,6.9,33.1,9.2,1,0,0.2,14.4,24.4,978,25.4
Karnataka,12.3,20.2,0,71.1,0,0,0,0,0,0,0,0,0,0,906,24.1
Karnataka,3.2,12.8,92,83.6,0.5,27.9,8.6,22.2,8.7,2.3,0.8,0.2,19.5,33.3,1168,21.2
Karnataka,4.8,10.6,0,78.3,0,0,0,0,0,0,0,0,0,0,1114,24.8
Karnataka,9,26.7,92.8,71.6,0.2,12.8,8.7,19.2,13,0.3,0.4,5,17.9,27.9,1030,21.8
Karnataka,6.8,19.4,0,69.9,0,0,0,0,0,0,0,0,0,0,961,23.6
Karnataka,8.5,27.1,78,63.9,0.2,13,5.1,34.1,19.9,1.2,0.4,0.5,14.2,22.2,994,28.8
Karnataka,9.7,35.9,0,63.8,0,0,0,0,0,0,0,0,0,0,980,29.5
Karnataka,5.9,13.1,89.8,67.7,0,19.1,6.2,20.1,5.3,0.7,0.4,0,20.6,29.8,1122,18.1
Karnataka,8.5,22.2,0,65.2,0,0,0,0,0,0,0,0,0,0,1048,21.1
Karnataka,7,17.5,85.3,72.4,0.3,22.2,6.8,22.7,6.7,1.6,1,0.9,18.1,27.4,1077,20.7
Karnataka,17,22.2,0,71.3,0,0,0,0,0,0,0,0,0,0,1008,22.9
Karnataka,8.9,21.9,70.9,55.3,0.5,15.8,4.3,28.4,13.5,0.9,0.4,0.8,10.4,16.7,1033,29.3
Karnataka,3,26.3,0,54.6,0,0,0,0,0,0,0,0,0,0,1036,30.3
Karnataka,5.7,11.8,90,68.8,0.7,17.9,7.9,25.9,3.6,0.5,0.3,0.3,17.8,29.9,1064,18.1
Karnataka,8.3,21,0,63.8,0,0,0,0,0,0,0,0,0,0,1016,20.7
Karnataka,2.4,11.1,83.9,78.8,0.2,18.5,7.1,32,11.3,1.4,0.3,0.4,19.3,28.7,1010,22.9
Karnataka,7.6,8,0,76.3,0,0,0,0,0,0,0,0,0,0,1041,22.7
Karnataka,4.7,24.8,92.8,72.3,0.2,18.8,9.4,26.7,9.8,0.8,0.2,0.5,22.3,34,1085,21.2
Karnataka,5.2,17.1,0,69.3,0,0,0,0,0,0,0,0,0,0,1003,20.8
Karnataka,0.7,4.4,85.4,82,1.1,15.6,9.1,17.4,7,1,0.2,0.3,18.4,32.5,1148,19.5
Karnataka,1.8,6.3,0,80.1,0,0,0,0,0,0,0,0,0,0,1137,19.8
Karnataka,1.3,11.6,87.3,81.1,0,12.3,6.8,26.1,10.5,0.3,0,0,14.7,25.1,1011,18.2
Karnataka,6.9,15.2,0,80.7,0,0,0,0,0,0,0,0,0,0,1056,23.1
Karnataka,6.9,33.2,74.2,51.9,0.2,19.4,4.5,31.8,14.6,1.1,0.1,0,11.2,18,1020,29.2
Karnataka,8.6,29.6,0,47.8,0,0,0,0,0,0,0,0,0,0,977,31.1
Kerala,2.9,3.8,100,97.8,0.7,29,7.7,18.3,1.8,0.2,2.6,4.7,20.5,36.2,1108,16.6
Kerala,2.1,1.2,0,97.2,0,0,0,0,0,0,0,0,0,0,1101,17.5
Kerala,0,2.9,98.7,97.2,0.7,25,5.5,15.3,1.4,0.5,2,2.9,18.1,30.2,1046,18.8
Kerala,2.4,0,0,97.7,0,0,0,0,0,0,0,0,0,0,1076,18.8
Kerala,2.7,7.1,97.6,93,0.6,24.1,7.9,24.8,3.7,0.4,2.6,3.5,18.2,31.8,1029,19
Kerala,0,3.7,0,92.5,0,0,0,0,0,0,0,0,0,0,965,17.8
Kerala,2.4,5.4,98.5,96.7,0.3,14.1,5.8,12.9,1.7,0.1,2.1,2.9,23.3,34.8,1203,23.9
Kerala,3.4,10.2,0,96.3,0,0,0,0,0,0,0,0,0,0,1092,21
Kerala,3.7,4.7,95.5,90.8,0.6,14.9,4.6,14.2,3.5,0.1,1.7,3.5,15.9,26,1134,24.1
Kerala,3.3,4,0,88.8,0,0,0,0,0,0,0,0,0,0,1041,22.5
Kerala,0,1.8,96.2,96.6,0.5,22.3,8.2,21.5,1.6,0.2,2.2,4.5,18.6,35.3,1171,18.9
Kerala,0.8,3.7,0,96.8,0,0,0,0,0,0,0,0,0,0,1043,20
Kerala,2.8,1.6,97.6,97.9,1.5,27.4,9.2,18.3,1.7,0.6,3,2.6,21,38.8,1071,18.8
Kerala,0,1.3,0,98.7,0,0,0,0,0,0,0,0,0,0,1029,16.7
Kerala,3.8,4.2,98.6,97.7,1.1,13.5,4,11.3,0.8,0,1.6,2.3,18.9,28.4,1112,19.9
Kerala,3.5,7.1,0,96.2,0,0,0,0,0,0,0,0,0,0,1033,20.2
Kerala,2.6,15.3,97.3,94.9,0,7.7,4.9,12.5,1.5,0.2,0.4,1.4,18.5,27.4,1101,27
Kerala,4,23.3,0,94.7,0,0,0,0,0,0,0,0,0,0,999,25.9
Kerala,4.4,14.1,95.4,89.6,0.6,23.1,8.5,22.5,5.1,0.4,1.1,3.7,22.4,35.3,1148,19.3
Kerala,5.8,12.5,0,92.2,0,0,0,0,0,0,0,0,0,0,972,20.1
Kerala,0,0,95.1,97.7,0.8,23.8,9.2,22.3,1.5,0.2,4.1,7.7,24,41.9,1174,16.4
Kerala,1.5,1.2,0,97,0,0,0,0,0,0,0,0,0,0,1105,16.7
Kerala,4.6,6.2,94.2,94.5,1.2,15.2,6.9,15,0.8,0,6.8,6.7,14.5,32.1,1145,20.3
Kerala,3.5,2.6,0,95,0,0,0,0,0,0,0,0,0,0,1122,19.7
Kerala,1,1,100,97.8,0.9,26.2,8.2,17.8,2.3,0.2,2.8,3,18.1,36.8,1167,18.8
Kerala,2.8,2.3,0,96.5,0,0,0,0,0,0,0,0,0,0,1075,18.3
Kerala,2.6,8.4,97.1,88.2,0.2,23.2,7.4,26,10.6,1.2,1.2,1.5,17.7,28.3,1019,21.2
Kerala,2.1,13.8,0,88.9,0,0,0,0,0,0,0,0,0,0,1065,21.9
Ladakh,0,2.5,71.6,69.6,0.2,6.8,3.8,31.9,1.9,1.4,0.4,0.4,13.2,20.1,975,24.5
Ladakh,0.6,4.6,0,64.3,0,0,0,0,0,0,0,0,0,0,970,32.1
Ladakh,0,2.5,77.7,66.3,0.2,40.6,0.8,39.5,4.4,6.1,0,0.2,9.2,14.7,967,21
Ladakh,1.7,5.2,0,60.4,0,0,0,0,0,0,0,0,0,0,1035,23.3
Madhya Pradesh,5.3,35.6,84,56.3,0.3,8.2,3.7,37.6,2.6,0.5,0.3,0.3,20.2,25.2,919,23.6
Madhya Pradesh,5.9,30.7,74.5,45.4,0,37.4,5.6,46.3,10.6,7,0,0,21.7,27.7,1008,34.8
Madhya Pradesh,13.5,37.9,0,35.9,0,0,0,0,0,0,0,0,0,0,1023,40
Madhya Pradesh,4.8,18.6,78.4,65,0,36.2,6.5,53.8,16.7,3.7,0,0.5,18.8,26.4,1008,24.1
Madhya Pradesh,8,29.8,0,63.8,0,0,0,0,0,0,0,0,0,0,996,30.1
Madhya Pradesh,7.7,29.7,78.7,62.4,0.2,12.2,5.4,46.8,8.4,0.5,0,1.5,13.4,19.8,935,28.6
Madhya Pradesh,9.9,35.4,0,58.6,0,0,0,0,0,0,0,0,0,0,889,32.5
Madhya Pradesh,0.6,4.4,93.3,72.8,0.1,27.2,3.2,49.9,20.2,2.8,0,0.2,17.7,21.9,1037,23.1
Madhya Pradesh,2.2,8.6,0,73.9,0,0,0,0,0,0,0,0,0,0,1067,28
Madhya Pradesh,9,29.6,79.4,54.1,0.7,21.9,4.7,43.8,9.9,1.4,0.5,1,19.3,25,997,33.3
Madhya Pradesh,14.8,43.1,0,51.5,0,0,0,0,0,0,0,0,0,0,1009,36.5
Madhya Pradesh,2.4,11.2,80.1,71.2,0.2,20.5,4.7,45.7,11.9,3.1,0.2,0.4,15.6,21.6,993,24.3
Madhya Pradesh,4.9,12.9,0,69,0,0,0,0,0,0,0,0,0,0,1010,26.9
Madhya Pradesh,5.5,25.1,79.3,66.9,0.6,6.7,4.3,37.9,5.6,0.4,0.2,0.4,12,17,979,28.5
Madhya Pradesh,6,33.4,0,62.7,0,0,0,0,0,0,0,0,0,0,855,29.9
Madhya Pradesh,3.7,11.3,88.1,78.3,0,14.5,5.1,32.9,8.5,0.2,0,0,18.5,24.9,927,22.5
Madhya Pradesh,2.1,14.7,0,77.4,0,0,0,0,0,0,0,0,0,0,899,26.3
Madhya Pradesh,1.8,17.8,77.1,69.8,0.2,13.7,3.5,35.4,9.5,1,0.2,0.9,10.7,15.9,941,27.9
Madhya Pradesh,7,26.6,0,64.3,0,0,0,0,0,0,0,0,0,0,951,30.6
Madhya Pradesh,6.6,39.2,57.6,65.1,3.2,17.5,3.4,60.5,10.8,0.5,3.4,3.9,12.9,17.5,929,29.6
Madhya Pradesh,8.2,47.3,0,58.4,0,0,0,0,0,0,0,0,0,0,919,33.8
Madhya Pradesh,3.3,11.6,92.3,73.1,0.2,21.8,6,49,21.1,2.3,0,0.2,14.4,22.6,1032,22.5
Madhya Pradesh,8.1,18.1,0,67.6,0,0,0,0,0,0,0,0,0,0,950,25.9
Madhya Pradesh,5.9,28.6,55.2,70.3,0,15.2,5,55.4,16.1,0.1,0.2,0.5,14.6,21.4,953,28.4
Madhya Pradesh,7.8,40,0,65.9,0,0,0,0,0,0,0,0,0,0,917,30
Madhya Pradesh,6,27.7,82.4,67.4,1.1,9.4,4.4,44.7,6.7,0.2,0.7,0.7,14.1,19.7,916,24.1
Madhya Pradesh,7.8,38.8,0,62.1,0,0,0,0,0,0,0,0,0,0,893,29.1
Madhya Pradesh,2.2,28.1,72.4,68.6,0.8,15.4,9,42.1,7.3,0.5,0,0.2,18.3,28.6,946,25
Madhya Pradesh,9.4,37.4,0,63.6,0,0,0,0,0,0,0,0,0,0,964,29.7
Madhya Pradesh,7.7,26.5,76.7,59.5,1,25.7,3.8,44.1,7.4,3.9,0.7,0.7,14.9,19.8,991,26.9
Madhya Pradesh,9.9,32.4,0,56.7,0,0,0,0,0,0,0,0,0,0,988,31
Madhya Pradesh,8.7,21.1,79.8,64.8,0.2,36,6.3,60.6,22.8,6.8,0.2,0.2,21,27.7,1037,27.2
Madhya Pradesh,10.3,37.2,0,59.4,0,0,0,0,0,0,0,0,0,0,1004,31.5
Madhya Pradesh,5.5,28.1,79.6,61.4,0.2,12.8,4.2,42.1,6,0.4,0.2,0.4,12.8,18.2,907,28.6
Madhya Pradesh,9.7,36.3,0,57.8,0,0,0,0,0,0,0,0,0,0,916,32.2
Madhya Pradesh,3.3,11.8,81.5,72.2,1.5,11.3,6.3,30.2,4.6,0.2,0,0.2,16.9,25.1,902,24.4
Madhya Pradesh,3.8,21,0,68.8,0,0,0,0,0,0,0,0,0,0,887,28.1
Madhya Pradesh,3.9,10,75.6,74.1,0.3,16,5.4,49,8.6,0.7,0,0.2,13.6,20.9,962,24.3
Madhya Pradesh,4.2,25.8,0,65.8,0,0,0,0,0,0,0,0,0,0,922,29.7
Madhya Pradesh,5.2,16.7,71.7,74,0.4,15.7,8.5,50.4,21.4,1.2,0.4,1.2,18.9,29.9,951,24.7
Madhya Pradesh,2.5,18.3,0,70.7,0,0,0,0,0,0,0,0,0,0,928,26.2
Madhya Pradesh,4.2,21.7,81.3,78,1.5,14.4,4.3,36.3,4.6,0.2,1.5,2.2,15.2,21.3,987,23.8
Madhya Pradesh,5.1,23.4,0,75.3,0,0,0,0,0,0,0,0,0,0,895,27.6
Madhya Pradesh,13.6,7.2,0,70,0,23.5,5.5,56.6,18.2,0.3,0,0,12.2,20.1,965,23.4
Madhya Pradesh,4,15.3,0,76.8,0,0,0,0,0,0,0,0,0,0,955,26.1
Madhya Pradesh,6.7,36.5,75.4,45.9,1.1,22,5,35.2,4.2,1.1,0.7,1.6,18.2,23.7,1061,38.9
Madhya Pradesh,24,54.5,0,36.4,0,0,0,0,0,0,0,0,0,0,969,41.2
Madhya Pradesh,1.7,17.2,60.3,71.4,0,18.8,3.2,57.4,11.7,0.4,0.4,0,16.5,20.8,979,25.3
Madhya Pradesh,4.3,31.1,0,68.4,0,0,0,0,0,0,0,0,0,0,996,29.2
Madhya Pradesh,2.8,10.8,89.3,67.1,0.3,14.8,3.8,44.9,6.9,0.4,0.4,0,12.6,17.6,999,26
Madhya Pradesh,6.1,18.7,0,63.4,0,0,0,0,0,0,0,0,0,0,949,30.9
Madhya Pradesh,6.8,13.3,78.8,62.1,0.3,16.6,6.5,43,8.5,1.1,0.3,0.1,17.6,24.9,936,25.9
Madhya Pradesh,7,25.9,0,60.1,0,0,0,0,0,0,0,0,0,0,964,28.4
Madhya Pradesh,2.6,15,86.7,68.3,0.2,28.6,7.2,57.5,29.5,3.6,0,0.2,21.8,30.4,1052,25.1
Madhya Pradesh,8.8,28.9,0,63.8,0,0,0,0,0,0,0,0,0,0,1053,29.9
Madhya Pradesh,6.1,34.8,87.2,63.1,0.6,11.3,10.2,35.3,2.3,0.3,0.2,0.4,24.5,36.2,974,22.9
Madhya Pradesh,4.4,54,0,60.2,0,0,0,0,0,0,0,0,0,0,983,28.1
Madhya Pradesh,6.7,27.8,77,67,0.4,6.9,4.2,39.3,4.9,0.2,0,0,13.6,19.1,964,31.1
Madhya Pradesh,5.5,27.9,0,61.5,0,0,0,0,0,0,0,0,0,0,895,30.9
Madhya Pradesh,6.5,19.6,79.4,73.8,0,15.7,5.6,55.2,27.2,0.3,0,0.4,16.9,24.4,950,24.3
Madhya Pradesh,11.1,28.9,0,70.6,0,0,0,0,0,0,0,0,0,0,901,26.4
Madhya Pradesh,4.1,29.3,78.5,64.1,0,9.1,7.1,31.1,3,0.4,0.2,0.3,19.5,28.5,982,23.8
